Structure #,Bandgap,Enthalpy,Total Energy,Theta,Phi,Length1,Length2,Length3,Length4,Length5,Length6,a,b,c,Volume,logi,logo,log1,log2,log3,loga,logb,logc
a-0.0300-b-0.0300,1.782600,-15780.829260,-15780.829260,14.490245,7.059376,3.315981,3.263392,3.236621,3.315969,3.263391,3.236623,9.334540,13.081474,8.234600,1005.523249,2.673476,1.954357,1.198754,1.182767,1.174530,2.233722,2.571197,2.108345
a-0.0300-b-0.0250,1.766600,-15780.844210,-15780.844210,13.252859,6.704324,3.296540,3.257843,3.228608,3.296527,3.257841,3.228610,9.334540,13.017971,8.274800,1005.527043,2.584213,1.902753,1.192873,1.181065,1.172051,2.233722,2.566331,2.113215
a-0.0300-b-0.0200,1.784600,-15780.867308,-15780.867308,13.086948,6.928913,3.283425,3.260998,3.233242,3.283412,3.260996,3.233244,9.334540,12.954469,8.315300,1005.519456,2.571615,1.935703,1.188887,1.182033,1.173485,2.233722,2.561441,2.118097
a-0.0300-b-0.0150,1.804600,-15780.886482,-15780.886482,12.923235,7.171285,3.270637,3.264684,3.237789,3.270624,3.264682,3.237791,9.334540,12.890967,8.356300,1005.524020,2.559027,1.970085,1.184985,1.183163,1.174891,2.233722,2.556527,2.123016
a-0.0300-b-0.0100,1.818400,-15780.901806,-15780.901806,12.765961,7.451463,3.258459,3.269039,3.242144,3.258446,3.269037,3.242146,9.334540,12.827464,8.397700,1005.527873,2.546782,2.008410,1.181254,1.184496,1.176235,2.233722,2.551589,2.127958
a-0.0300-b-0.0050,1.802400,-15780.913043,-15780.913043,12.607854,7.770255,3.246994,3.274350,3.246122,3.246982,3.274348,3.246124,9.334540,12.763962,8.439500,1005.530303,2.534320,2.050303,1.177730,1.186119,1.177461,2.233722,2.546626,2.132923
a-0.0300-b0.0000,1.789100,-15780.920154,-15780.920154,12.430179,8.098665,3.235966,3.278843,3.251455,3.235954,3.278841,3.251457,9.334540,12.700460,8.481700,1005.530600,2.520127,2.091699,1.174328,1.187491,1.179103,2.233722,2.541638,2.137911
a-0.0300-b0.0050,1.775900,-15780.923504,-15780.923504,12.215310,8.531780,3.226838,3.284714,3.255536,3.226826,3.284712,3.255538,9.334540,12.636957,8.524300,1005.528051,2.502690,2.143798,1.171503,1.189280,1.180357,2.233722,2.536626,2.142921
a-0.0300-b0.0100,1.767100,-15780.922887,-15780.922887,11.938030,8.965876,3.218325,3.287041,3.262527,3.218312,3.287039,3.262529,9.334540,12.573455,8.567300,1005.521945,2.479729,2.193426,1.168861,1.189988,1.182502,2.233722,2.531588,2.147953
a-0.0300-b0.0150,1.765900,-15780.918063,-15780.918063,11.575973,9.521516,3.212504,3.283642,3.273526,3.212492,3.283640,3.273528,9.334540,12.509953,8.610800,1005.523249,2.448932,2.253554,1.167051,1.188953,1.185868,2.233722,2.526525,2.153017
a-0.0300-b0.0200,1.755200,-15780.910000,-15780.910000,11.238945,10.146005,3.207969,3.291321,3.273852,3.207957,3.291319,3.273854,9.334540,12.446451,8.654700,1005.519456,2.419385,2.317080,1.165638,1.191289,1.185967,2.233722,2.521435,2.158103
a-0.0300-b0.0250,1.753700,-15780.896042,-15780.896042,10.898827,10.768268,3.204143,3.293984,3.279289,3.204131,3.293982,3.279291,9.334540,12.382948,8.699100,1005.521412,2.388655,2.376604,1.164445,1.192098,1.187627,2.233722,2.516320,2.163220
a-0.0300-b0.0300,1.738900,-15780.878566,-15780.878566,10.752695,11.020163,3.193001,3.306914,3.279008,3.192989,3.306913,3.279010,9.334540,12.319446,8.744000,1005.528229,2.375156,2.399727,1.160961,1.196016,1.187541,2.233722,2.511179,2.168368
a-0.0250-b-0.0300,1.775300,-15780.840427,-15780.840428,14.425769,7.048069,3.316011,3.258314,3.235812,3.315998,3.258312,3.235814,9.289227,13.081474,8.274800,1005.527043,2.669016,1.952754,1.198763,1.181210,1.174280,2.228855,2.571197,2.113215
a-0.0250-b-0.0250,1.762200,-15780.855566,-15780.855566,13.209765,6.743828,3.297157,3.252770,3.229267,3.297144,3.252768,3.229269,9.289227,13.017971,8.315200,1005.531290,2.580956,1.908628,1.193060,1.179507,1.172255,2.228855,2.566331,2.118085
a-0.0250-b-0.0200,1.780500,-15780.878317,-15780.878317,13.043859,6.976557,3.284170,3.256291,3.233586,3.284158,3.256289,3.233588,9.289227,12.954469,8.355900,1005.523975,2.568317,1.942556,1.189114,1.180589,1.173592,2.228855,2.561441,2.122968
a-0.0250-b-0.0150,1.800700,-15780.897065,-15780.897065,12.879852,7.212132,3.271339,3.259782,3.238530,3.271326,3.259780,3.238532,9.289227,12.890967,8.397100,1005.528518,2.555664,1.975765,1.185199,1.181660,1.175119,2.228855,2.556527,2.127886
a-0.0250-b-0.0100,1.823400,-15780.911917,-15780.911917,12.713974,7.492400,3.259200,3.264554,3.242312,3.259188,3.264552,3.242314,9.289227,12.827464,8.438700,1005.532116,2.542702,2.013889,1.181482,1.183123,1.176287,2.228855,2.551589,2.132828
a-0.0250-b-0.0050,1.812700,-15780.922622,-15780.922622,12.553542,7.786592,3.247457,3.269559,3.246779,3.247445,3.269557,3.246781,9.289227,12.763962,8.480600,1005.522206,2.530003,2.052403,1.177872,1.184655,1.177664,2.228855,2.546626,2.137781
a-0.0250-b0.0000,1.798300,-15780.929688,-15780.929688,12.372409,8.180030,3.237381,3.275360,3.250860,3.237368,3.275358,3.250862,9.289227,12.700460,8.523100,1005.533650,2.515469,2.101696,1.174765,1.186428,1.178920,2.228855,2.541638,2.142780
a-0.0250-b0.0050,1.793300,-15780.925306,-15780.925306,12.170210,8.222685,3.221667,3.263839,3.267395,3.221654,3.263837,3.267397,9.289227,12.636957,8.565900,1005.530169,2.498991,2.106897,1.169899,1.182904,1.183993,2.228855,2.536626,2.147789
a-0.0250-b0.0100,1.785900,-15780.931471,-15780.931471,11.807475,9.093600,3.220987,3.276557,3.268695,3.220975,3.276555,3.268697,9.289227,12.573455,8.609100,1005.522914,2.468733,2.207571,1.169688,1.186793,1.184391,2.228855,2.531588,2.152820
a-0.0250-b0.0150,1.777100,-15780.927261,-15780.927261,11.414652,9.775056,3.217214,3.280198,3.271998,3.217202,3.280196,3.272000,9.289227,12.509953,8.652800,1005.522796,2.434898,2.279834,1.168516,1.187904,1.185401,2.228855,2.526525,2.157883
a-0.0250-b0.0200,1.771200,-15780.917470,-15780.917470,11.068827,10.376931,3.212536,3.283440,3.276121,3.212524,3.283438,3.276123,9.289227,12.446451,8.697000,1005.528931,2.404133,2.339585,1.167061,1.188892,1.186660,2.228855,2.521435,2.162978
a-0.0250-b0.0250,1.756100,-15780.903163,-15780.903163,10.845504,10.757988,3.203910,3.295847,3.274041,3.203898,3.295845,3.274043,9.289227,12.382948,8.741600,1005.528931,2.383751,2.375649,1.164372,1.192663,1.186025,2.228855,2.516320,2.168093
a-0.0250-b0.0300,1.745900,-15780.884115,-15780.884115,10.631506,11.110224,3.195128,3.305601,3.275622,3.195117,3.305599,3.275624,9.289227,12.319446,8.786700,1005.533532,2.363822,2.407866,1.161627,1.195618,1.186508,2.228855,2.511179,2.173239
a-0.0200-b-0.0300,1.741200,-15780.838720,-15780.838720,13.342314,6.578824,3.311163,3.244670,3.225694,3.311150,3.244668,3.225696,9.243914,13.081474,8.315400,1005.531548,2.590940,1.883856,1.197299,1.177014,1.171148,2.223965,2.571197,2.118109
a-0.0200-b-0.0250,1.758500,-15780.864859,-15780.864858,13.179771,6.788850,3.297846,3.247166,3.231067,3.297833,3.247164,3.231069,9.243914,13.017971,8.356000,1005.536009,2.578683,1.915282,1.193270,1.177783,1.172813,2.223965,2.566331,2.122980
a-0.0200-b-0.0200,1.777000,-15780.887195,-15780.887195,13.011016,7.020004,3.284880,3.250333,3.235828,3.284867,3.250331,3.235830,9.243914,12.954469,8.396900,1005.528730,2.565796,1.948764,1.189330,1.178757,1.174285,2.223965,2.561441,2.127863
a-0.0200-b-0.0150,1.797400,-15780.905582,-15780.905582,12.840815,7.265125,3.272203,3.253917,3.240534,3.272190,3.253915,3.240536,9.243914,12.890967,8.438300,1005.533015,2.552629,1.983086,1.185463,1.179859,1.175738,2.223965,2.556527,2.132781
a-0.0200-b-0.0100,1.820200,-15780.919846,-15780.919846,12.676956,7.519051,3.259776,3.257792,3.245607,3.259763,3.257790,3.245609,9.243914,12.827464,8.480000,1005.524269,2.539786,2.017440,1.181658,1.181050,1.177302,2.223965,2.551589,2.137710
a-0.0200-b-0.0050,1.824100,-15780.930319,-15780.930319,12.511925,7.830277,3.248302,3.265021,3.247812,3.248290,3.265019,3.247814,9.243914,12.763962,8.522200,1005.525560,2.526682,2.057998,1.178133,1.183266,1.177981,2.223965,2.546626,2.142675
a-0.0200-b0.0000,1.813600,-15780.931703,-15780.931703,12.251751,8.051089,3.235291,3.256880,3.259457,3.235278,3.256878,3.259459,9.243914,12.700460,8.564900,1005.536009,2.505669,2.085807,1.174119,1.180770,1.181561,2.223965,2.541638,2.147672
a-0.0200-b0.0050,1.800400,-15780.932113,-15780.932113,12.154597,8.255746,3.222436,3.262440,3.265148,3.222423,3.262439,3.265149,9.243914,12.636957,8.607900,1005.531372,2.497707,2.110909,1.170137,1.182475,1.183305,2.223965,2.536626,2.152680
a-0.0200-b0.0100,1.785400,-15780.926030,-15780.926030,12.091568,8.403887,3.208710,3.269160,3.270096,3.208698,3.269159,3.270098,9.243914,12.573455,8.651400,1005.534366,2.492508,2.128694,1.165869,1.184533,1.184819,2.223965,2.531588,2.157721
a-0.0200-b0.0150,1.787000,-15780.933844,-15780.933844,11.239283,10.028913,3.221984,3.277828,3.269338,3.221972,3.277826,3.269340,9.243914,12.509953,8.695300,1005.532546,2.419415,2.305472,1.169997,1.187181,1.184588,2.223965,2.526525,2.162783
a-0.0200-b0.0200,1.777800,-15780.922643,-15780.922643,10.960468,10.483062,3.214623,3.282603,3.272432,3.214611,3.282601,3.272434,9.243914,12.446451,8.739600,1005.525208,2.394295,2.349761,1.167710,1.188637,1.185533,2.223965,2.521435,2.167864
a-0.0200-b0.0250,1.760000,-15780.907697,-15780.907697,10.778090,10.738500,3.203703,3.296287,3.270370,3.203691,3.296286,3.270372,9.243914,12.382948,8.784500,1005.534542,2.377515,2.373835,1.164307,1.192797,1.184903,2.223965,2.516320,2.172989
a-0.0200-b0.0300,1.755600,-15780.891371,-15780.891371,10.428667,11.168361,3.197011,3.303286,3.276259,3.197000,3.303284,3.276261,9.243914,12.319446,8.829700,1005.525326,2.344558,2.413085,1.162216,1.194918,1.186702,2.223965,2.511179,2.178121
a-0.0150-b-0.0300,1.737100,-15780.846564,-15780.846564,13.311001,6.654363,3.312187,3.240236,3.226014,3.312174,3.240234,3.226016,9.198601,13.081474,8.356300,1005.524020,2.588591,1.895273,1.197609,1.175646,1.171247,2.219051,2.571197,2.123016
a-0.0150-b-0.0250,1.754400,-15780.872355,-15780.872355,13.138654,6.878004,3.299082,3.243378,3.230448,3.299069,3.243376,3.230450,9.198601,13.017971,8.397000,1005.516543,2.575559,1.928328,1.193644,1.176616,1.172621,2.219051,2.566331,2.127874
a-0.0150-b-0.0200,1.773400,-15780.894308,-15780.894308,12.966111,7.112209,3.286212,3.246882,3.234923,3.286199,3.246880,3.234925,9.198601,12.954469,8.438200,1005.521099,2.562339,1.961813,1.189735,1.177695,1.174005,2.219051,2.561441,2.132769
a-0.0150-b-0.0150,1.794500,-15780.912284,-15780.912284,12.795684,7.356101,3.273580,3.250748,3.239501,3.273567,3.250746,3.239503,9.198601,12.890967,8.479800,1005.524954,2.549108,1.995530,1.185884,1.178885,1.175419,2.219051,2.556527,2.137687
a-0.0150-b-0.0100,1.817900,-15780.926143,-15780.926143,12.631366,7.608813,3.261193,3.254824,3.244534,3.261181,3.254822,3.244536,9.198601,12.827464,8.521700,1005.515608,2.536183,2.029307,1.182093,1.180138,1.176972,2.219051,2.551589,2.142616
a-0.0150-b-0.0050,1.833400,-15780.932938,-15780.932938,12.336785,7.906728,3.249425,3.249694,3.252679,3.249412,3.249692,3.252681,9.198601,12.763962,8.564100,1005.516017,2.512585,2.067714,1.178478,1.178561,1.179479,2.219051,2.546626,2.147579
a-0.0150-b0.0000,1.818400,-15780.937130,-15780.937130,12.224561,8.093671,3.236233,3.256504,3.255753,3.236220,3.256502,3.255754,9.198601,12.700460,8.607000,1005.525305,2.503447,2.091082,1.174410,1.180654,1.180423,2.219051,2.541638,2.152576
a-0.0150-b0.0050,1.805300,-15780.936887,-15780.936887,12.155314,8.258571,3.222813,3.262976,3.261366,3.222801,3.262974,3.261368,9.198601,12.636957,8.650200,1005.519347,2.497766,2.111252,1.170255,1.182640,1.182146,2.219051,2.536626,2.157582
a-0.0150-b0.0100,1.797100,-15780.931536,-15780.931536,12.067869,8.472439,3.210243,3.266375,3.270395,3.210230,3.266374,3.270396,9.198601,12.573455,8.693900,1005.520749,2.490546,2.136818,1.166347,1.183681,1.184911,2.219051,2.531588,2.162622
a-0.0150-b0.0150,1.796300,-15780.937156,-15780.937156,11.122496,10.157374,3.224402,3.274221,3.268004,3.224390,3.274219,3.268006,9.198601,12.509953,8.738000,1005.517127,2.408970,2.318200,1.170747,1.186080,1.184179,2.219051,2.526525,2.167681
a-0.0150-b0.0200,1.778100,-15780.925709,-15780.925709,10.910303,10.433213,3.213791,3.285825,3.266227,3.213779,3.285823,3.266229,9.198601,12.446451,8.782600,1005.519230,2.389708,2.344994,1.167451,1.189618,1.183636,2.219051,2.521435,2.172772
a-0.0150-b0.0250,1.777700,-15780.915088,-15780.915088,10.379465,10.837276,3.206790,3.289919,3.277655,3.206778,3.289917,3.277657,9.198601,12.382948,8.827600,1005.514791,2.339829,2.382992,1.165270,1.190863,1.187128,2.219051,2.516320,2.177883
a-0.0150-b0.0300,1.764200,-15780.895135,-15780.895135,10.206159,11.212706,3.198632,3.301582,3.276257,3.198620,3.301580,3.276258,9.198601,12.319446,8.873100,1005.514440,2.322991,2.417048,1.162723,1.194402,1.186701,2.219051,2.511179,2.183024
a-0.0100-b-0.0300,1.733000,-15780.852474,-15780.852475,13.267388,6.747396,3.313468,3.236764,3.225139,3.313455,3.236762,3.225141,9.153287,13.081474,8.397700,1005.527873,2.585309,1.909157,1.197995,1.174574,1.170976,2.214113,2.571197,2.127958
a-0.0100-b-0.0250,1.750700,-15780.877885,-15780.877885,13.091027,6.973308,3.300452,3.240196,3.229337,3.300439,3.240194,3.229339,9.153287,13.017971,8.438700,1005.532116,2.571927,1.942090,1.194059,1.175634,1.172277,2.214113,2.566331,2.132828
a-0.0100-b-0.0200,1.770300,-15780.899419,-15780.899419,12.916341,7.207780,3.287649,3.243837,3.233715,3.287636,3.243835,3.233717,9.153287,12.954469,8.480000,1005.524269,2.558493,1.975161,1.190173,1.176757,1.173632,2.214113,2.561441,2.137710
a-0.0100-b-0.0150,1.791800,-15780.916993,-15780.916993,12.744828,7.449702,3.275054,3.247834,3.238281,3.275042,3.247832,3.238283,9.153287,12.890967,8.521800,1005.527408,2.545126,2.008174,1.186334,1.177988,1.175043,2.214113,2.556527,2.142628
a-0.0100-b-0.0100,1.809300,-15780.929009,-15780.929009,12.465300,7.747583,3.263362,3.244164,3.246378,3.263349,3.244162,3.246380,9.153287,12.827464,8.564000,1005.528919,2.522949,2.047381,1.182758,1.176858,1.177540,2.214113,2.551589,2.147567
a-0.0100-b-0.0050,1.829900,-15780.936580,-15780.936580,12.276749,7.976432,3.250793,3.249563,3.247672,3.250780,3.249562,3.247674,9.153287,12.763962,8.606600,1005.528105,2.507707,2.076491,1.178899,1.178521,1.177939,2.214113,2.546626,2.152529
a-0.0100-b0.0000,1.821300,-15780.941032,-15780.941032,12.209513,8.123466,3.237096,3.258737,3.250331,3.237084,3.258736,3.250333,9.153287,12.700460,8.649700,1005.535894,2.502215,2.094757,1.174677,1.181340,1.178757,2.214113,2.541638,2.157525
a-0.0100-b0.0050,1.797500,-15780.938024,-15780.938024,12.184119,8.194335,3.222274,3.272848,3.248742,3.222261,3.272846,3.248744,9.153287,12.636957,8.693100,1005.528280,2.500133,2.103443,1.170087,1.185661,1.178268,2.214113,2.536626,2.162530
a-0.0100-b0.0100,1.808800,-15780.935252,-15780.935252,12.023171,8.580081,3.212416,3.264191,3.270169,3.212404,3.264189,3.270171,9.153287,12.573455,8.737000,1005.527757,2.486836,2.149443,1.167023,1.183012,1.184842,2.214113,2.531588,2.167567
a-0.0100-b0.0150,1.796800,-15780.938093,-15780.938093,11.085445,10.095854,3.223369,3.276874,3.261930,3.223357,3.276872,3.261932,9.153287,12.509953,8.781400,1005.533453,2.405633,2.312125,1.170427,1.186890,1.182319,2.214113,2.526525,2.172636
a-0.0100-b0.0200,1.783200,-15780.929505,-15780.929505,10.590192,10.470945,3.215337,3.288251,3.263352,3.215325,3.288249,3.263354,9.153287,12.446451,8.826200,1005.533104,2.359928,2.348604,1.167932,1.190356,1.182755,2.214113,2.521435,2.177725
a-0.0100-b0.0250,1.784300,-15780.916103,-15780.916103,10.264114,10.849793,3.207364,3.287953,3.275848,3.207352,3.287951,3.275850,9.153287,12.382948,8.871400,1005.526013,2.328654,2.384146,1.165450,1.190265,1.186577,2.214113,2.516320,2.182833
a-0.0100-b0.0300,1.791600,-15780.896623,-15780.896622,10.002568,11.249013,3.199995,3.282633,3.293098,3.199983,3.282631,3.293100,9.153287,12.319446,8.917200,1005.534034,2.302842,2.420280,1.163149,1.188646,1.191829,2.214113,2.511179,2.187982
a-0.0050-b-0.0300,1.729000,-15780.856369,-15780.856369,13.216822,6.847154,3.314895,3.233911,3.223627,3.314882,3.233909,3.223629,9.107974,13.081474,8.439500,1005.530303,2.581490,1.923833,1.198426,1.173692,1.170507,2.209150,2.571197,2.132923
a-0.0050-b-0.0250,1.747200,-15780.881375,-15780.881375,13.038628,7.072703,3.301941,3.237498,3.227731,3.301928,3.237496,3.227734,9.107974,13.017971,8.480600,1005.522206,2.567916,1.956243,1.194511,1.174801,1.171780,2.209150,2.566331,2.137781
a-0.0050-b-0.0200,1.767200,-15780.902559,-15780.902559,12.860069,7.307079,3.289207,3.241306,3.231994,3.289194,3.241304,3.231996,9.107974,12.954469,8.522200,1005.525561,2.554127,1.988844,1.190647,1.175976,1.173099,2.209150,2.561441,2.142675
a-0.0050-b-0.0150,1.783500,-15780.918362,-15780.918362,12.558487,7.612547,3.277633,3.237022,3.240138,3.277620,3.237020,3.240139,9.107974,12.890967,8.564200,1005.527758,2.530397,2.029798,1.187121,1.174654,1.175616,2.209150,2.556527,2.147591
a-0.0050-b-0.0100,1.803600,-15780.930160,-15780.930160,12.343429,7.862418,3.265414,3.240970,3.242365,3.265402,3.240968,3.242367,9.107974,12.827464,8.606600,1005.528105,2.513124,2.062094,1.183387,1.175873,1.176303,2.209150,2.551589,2.152529
a-0.0050-b-0.0050,1.829100,-15780.939086,-15780.939086,12.255423,8.020605,3.251901,3.250662,3.243608,3.251888,3.250660,3.243610,9.107974,12.763962,8.649400,1005.525908,2.505969,2.082014,1.179240,1.178859,1.176686,2.209150,2.546626,2.157490
a-0.0050-b0.0000,1.814100,-15780.939935,-15780.939935,12.200322,8.096895,3.237244,3.266628,3.238681,3.237232,3.266626,3.238682,9.107974,12.700460,8.692700,1005.532038,2.501462,2.091481,1.174722,1.183758,1.175166,2.209150,2.541638,2.162484
a-0.0050-b0.0050,1.812800,-15780.939629,-15780.939629,12.186976,8.202728,3.222942,3.268072,3.252005,3.222930,3.268070,3.252007,9.107974,12.636957,8.736300,1005.522611,2.500368,2.104467,1.170295,1.184200,1.179272,2.209150,2.536626,2.167487
a-0.0050-b0.0100,1.813100,-15780.945090,-15780.945090,11.334443,9.633421,3.230908,3.271747,3.255642,3.230896,3.271745,3.255644,9.107974,12.573455,8.780500,1005.531460,2.427846,2.265238,1.172763,1.185324,1.180390,2.209150,2.531588,2.172533
a-0.0050-b0.0150,1.802600,-15780.940139,-15780.940139,10.687812,10.184102,3.225832,3.277788,3.258959,3.225820,3.277786,3.258961,9.107974,12.509953,8.825000,1005.523363,2.369104,2.320828,1.171191,1.187169,1.181408,2.209150,2.526525,2.177589
a-0.0050-b0.0200,1.811400,-15780.929628,-15780.929628,10.433913,10.445324,3.215294,3.268122,3.280583,3.215282,3.268120,3.280585,9.107974,12.446451,8.870100,1005.531807,2.345061,2.346154,1.167919,1.184215,1.188021,2.209150,2.521435,2.182686
a-0.0050-b0.0250,1.799900,-15780.915393,-15780.915393,10.003552,10.873934,3.208578,3.279035,3.281961,3.208566,3.279033,3.281963,9.107974,12.382948,8.915500,1005.521917,2.302940,2.386369,1.165828,1.187549,1.188441,2.209150,2.516320,2.187791
a-0.0050-b0.0300,1.795400,-15780.895615,-15780.895615,9.770588,11.223471,3.200286,3.284763,3.289238,3.200274,3.284761,3.289240,9.107974,12.319446,8.961500,1005.526833,2.279377,2.418007,1.163240,1.189294,1.190656,2.209150,2.511179,2.192938
a0.0000-b-0.0300,1.725100,-15780.858320,-15780.858320,13.161013,6.950033,3.316435,3.231617,3.221591,3.316422,3.231615,3.221593,9.062661,13.081474,8.481700,1005.530600,2.577259,1.938746,1.198890,1.172983,1.169875,2.204163,2.571197,2.137911
a0.0000-b-0.0250,1.744000,-15780.882975,-15780.882975,12.979685,7.174872,3.303545,3.235342,3.225638,3.303532,3.235340,3.225640,9.062661,13.017971,8.523100,1005.533650,2.563385,1.970585,1.194996,1.174135,1.171131,2.204163,2.566331,2.142780
a0.0000-b-0.0200,1.759400,-15780.902540,-15780.902540,12.674057,7.473126,3.291854,3.230734,3.234200,3.291841,3.230732,3.234202,9.062661,12.954469,8.564900,1005.536009,2.539557,2.011313,1.191451,1.172709,1.173782,2.204163,2.561441,2.147672
a0.0000-b-0.0150,1.781000,-15780.918999,-15780.918999,12.495763,7.699905,3.279253,3.234136,3.238850,3.279241,3.234134,3.238852,9.062661,12.890967,8.607000,1005.525305,2.525390,2.041208,1.187616,1.173762,1.175218,2.204163,2.556527,2.152576
a0.0000-b-0.0100,1.800700,-15780.929539,-15780.929539,12.261494,7.944978,3.267181,3.245775,3.232088,3.267168,3.245773,3.232090,9.062661,12.827464,8.649700,1005.535894,2.506464,2.072540,1.183928,1.177354,1.173128,2.204163,2.551589,2.157525
a0.0000-b-0.0050,1.825300,-15780.936550,-15780.936550,12.202830,8.038253,3.252804,3.255379,3.234055,3.252792,3.255377,3.234056,9.062661,12.763962,8.692700,1005.532038,2.501668,2.084212,1.179518,1.180309,1.173737,2.204163,2.546626,2.162484
a0.0000-b0.0000,1.833400,-15780.940443,-15780.940443,12.205071,8.098571,3.237837,3.259460,3.244652,3.237824,3.259458,3.244653,9.062661,12.700460,8.736200,1005.536240,2.501852,2.091688,1.174905,1.181562,1.177008,2.204163,2.541638,2.167475
a0.0000-b0.0050,1.832600,-15780.940653,-15780.940653,12.129771,8.369084,3.225952,3.261853,3.256937,3.225940,3.261851,3.256939,9.062661,12.636957,8.780100,1005.536182,2.495663,2.124544,1.171228,1.182295,1.180787,2.204163,2.536626,2.172488
a0.0000-b0.0100,1.820700,-15780.938060,-15780.938060,11.721462,9.212252,3.223720,3.270071,3.257072,3.223708,3.270070,3.257073,9.062661,12.573455,8.824400,1005.531175,2.461422,2.220534,1.170536,1.184812,1.180829,2.204163,2.531588,2.177521
a0.0000-b0.0150,1.820300,-15780.939126,-15780.939126,10.535980,9.970716,3.222537,3.266481,3.268708,3.222525,3.266479,3.268710,9.062661,12.509953,8.869200,1005.531866,2.354796,2.299652,1.170169,1.183713,1.184395,2.204163,2.526525,2.182585
a0.0000-b0.0200,1.810500,-15780.927890,-15780.927890,10.242304,10.329268,3.213798,3.273374,3.273712,3.213786,3.273372,3.273714,9.062661,12.446451,8.914400,1005.526111,2.326527,2.334981,1.167453,1.185821,1.185924,2.204163,2.521435,2.187668
a0.0000-b0.0250,1.804800,-15780.912205,-15780.912204,9.920967,10.756947,3.206742,3.279014,3.280223,3.206730,3.279012,3.280225,9.062661,12.382948,8.960200,1005.535664,2.294650,2.375552,1.165255,1.187543,1.187911,2.204163,2.516320,2.192793
a0.0000-b0.0300,1.800400,-15780.891899,-15780.891899,9.630247,11.194621,3.200267,3.285329,3.286310,3.200255,3.285327,3.286312,9.062661,12.319446,9.006300,1005.525996,2.264909,2.415433,1.163234,1.189467,1.189765,2.204163,2.511179,2.197924
a0.0050-b-0.0300,1.722700,-15780.858196,-15780.858196,13.123826,7.028852,3.317719,3.228837,3.221120,3.317706,3.228835,3.221122,9.017347,13.081474,8.524300,1005.528051,2.574429,1.950023,1.199278,1.172122,1.169729,2.199150,2.571197,2.142921
a0.0050-b-0.0250,1.739500,-15780.881625,-15780.881625,12.873163,7.283473,3.305339,3.225654,3.230276,3.305326,3.225652,3.230278,9.017347,13.017971,8.565900,1005.530169,2.555145,1.985608,1.195539,1.171136,1.172568,2.199150,2.566331,2.147789
a0.0050-b-0.0200,1.760000,-15780.902208,-15780.902208,12.681956,7.518976,3.292802,3.229920,3.233732,3.292790,3.229918,3.233734,9.017347,12.954469,8.607900,1005.531372,2.540180,2.017430,1.191739,1.172457,1.173637,2.199150,2.561441,2.152680
a0.0050-b-0.0150,1.780800,-15780.918207,-15780.918207,12.473487,7.758720,3.280494,3.232759,3.237991,3.280481,3.232757,3.237993,9.017347,12.890967,8.650300,1005.530971,2.523605,2.048817,1.187994,1.173336,1.174953,2.199150,2.556527,2.157594
a0.0050-b-0.0100,1.798100,-15780.926064,-15780.926064,12.210255,7.978841,3.268337,3.243995,3.229993,3.268325,3.243993,3.229995,9.017347,12.827464,8.693100,1005.528280,2.502276,2.076793,1.184281,1.176806,1.172480,2.199150,2.551589,2.162530
a0.0050-b-0.0050,1.825400,-15780.934802,-15780.934802,12.207061,8.039718,3.253397,3.248265,3.240109,3.253384,3.248263,3.240111,9.017347,12.763962,8.736400,1005.534120,2.502015,2.084394,1.179700,1.178121,1.175607,2.199150,2.546626,2.167498
a0.0050-b0.0000,1.853100,-15780.937132,-15780.937132,12.208135,8.106051,3.238518,3.252537,3.250717,3.238506,3.252535,3.250719,9.017347,12.700460,8.780100,1005.536182,2.502103,2.092611,1.175116,1.179435,1.178876,2.199150,2.541638,2.172488
a0.0050-b0.0050,1.837700,-15780.939094,-15780.939093,12.005745,8.680031,3.231227,3.266658,3.250029,3.231215,3.266657,3.250031,9.017347,12.636957,8.824200,1005.533777,2.485385,2.161025,1.172862,1.183768,1.178664,2.199150,2.536626,2.177498
a0.0050-b0.0100,1.841800,-15780.936407,-15780.936407,11.454759,9.393926,3.227530,3.258860,3.264346,3.227517,3.258858,3.264348,9.017347,12.573455,8.868700,1005.526218,2.438405,2.240063,1.171717,1.181377,1.183059,2.199150,2.531588,2.182528
a0.0050-b0.0150,1.833600,-15780.926330,-15780.926330,11.213818,9.778423,3.218735,3.262736,3.270530,3.218723,3.262734,3.270531,9.017347,12.509953,8.913800,1005.535380,2.417147,2.280178,1.168988,1.182566,1.184952,2.199150,2.526525,2.187601
a0.0050-b0.0200,1.823200,-15780.923226,-15780.923226,9.983308,10.421719,3.216215,3.267816,3.275790,3.216203,3.267814,3.275792,9.017347,12.446451,8.959200,1005.526562,2.300915,2.343892,1.168205,1.184122,1.186559,2.199150,2.521435,2.192681
a0.0050-b0.0250,1.814900,-15780.907079,-15780.907079,9.699851,10.837300,3.208997,3.275989,3.279930,3.208985,3.275987,3.279932,9.017347,12.382948,9.005200,1005.532746,2.272110,2.382994,1.165958,1.186620,1.187822,2.199150,2.516320,2.197802
a0.0050-b0.0300,1.812500,-15780.885878,-15780.885878,9.387637,11.277588,3.202726,3.281355,3.287671,3.202714,3.281353,3.287673,9.017347,12.319446,9.051600,1005.530685,2.239394,2.422817,1.164002,1.188257,1.190179,2.199150,2.511179,2.202942
